feature_id,Reviewed,Entry.Name,Protein.names,Gene.Names,Organism,Length
Q9UN36,reviewed,NDRG2_HUMAN,Protein NDRG2 (N-myc downstream-regulated gene 2 protein) (Protein Syld709613),NDRG2 KIAA1248 SYLD,Homo sapiens (Human),371
O95487,reviewed,SC24B_HUMAN,Protein transport protein Sec24B (SEC24-related protein B),SEC24B,Homo sapiens (Human),1268
Q93009,reviewed,UBP7_HUMAN,Ubiquitin carboxyl-terminal hydrolase 7 (EC 3.4.19.12) (Deubiquitinating enzyme 7) (Herpesvirus-associated ubiquitin-specific protease) (Ubiquitin thioesterase 7) (Ubiquitin-specific-processing protease 7),USP7 HAUSP,Homo sapiens (Human),1102
Q8N1F8,reviewed,S11IP_HUMAN,Serine/threonine-protein kinase 11-interacting protein (LKB1-interacting protein 1),STK11IP KIAA1898 LIP1 LKB1IP STK11IP1,Homo sapiens (Human),1088
P50336,reviewed,PPOX_HUMAN,Protoporphyrinogen oxidase (PPO) (EC 1.3.3.4),PPOX,Homo sapiens (Human),477
Q9BV57,reviewed,MTND_HUMAN,Acireductone dioxygenase (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD') (Fe-ARD) (EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring)) (ARD) (Ni-ARD) (EC 1.13.11.53) (Membrane-type 1 matrix metalloproteinase cytoplasmic tail-binding protein 1) (MTCBP-1) (Submergence-induced protein-like factor) (Sip-L),ADI1 MTCBP1 HMFT1638,Homo sapiens (Human),179
P41250,reviewed,GARS_HUMAN,Glycine--tRNA ligase (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase) (Ap4A synthetase) (EC 2.7.7.-) (Glycyl-tRNA synthetase) (GlyRS) (Glycyl-tRNA synthetase 1),GARS1 GARS,Homo sapiens (Human),739
O43164,reviewed,PJA2_HUMAN,E3 ubiquitin-protein ligase Praja-2 (Praja2) (EC 2.3.2.27) (RING finger protein 131) (RING-type E3 ubiquitin transferase Praja-2),PJA2 KIAA0438 RNF131,Homo sapiens (Human),708
P11047,reviewed,LAMC1_HUMAN,Laminin subunit gamma-1 (Laminin B2 chain) (Laminin-1 subunit gamma) (Laminin-10 subunit gamma) (Laminin-11 subunit gamma) (Laminin-2 subunit gamma) (Laminin-3 subunit gamma) (Laminin-4 subunit gamma) (Laminin-6 subunit gamma) (Laminin-7 subunit gamma) (Laminin-8 subunit gamma) (Laminin-9 subunit gamma) (S-laminin subunit gamma) (S-LAM gamma),LAMC1 LAMB2,Homo sapiens (Human),1609
Q9Y5Q9,reviewed,TF3C3_HUMAN,General transcription factor 3C polypeptide 3 (Transcription factor IIIC 102 kDa subunit) (TFIIIC 102 kDa subunit) (TFIIIC102) (Transcription factor IIIC subunit gamma) (TF3C-gamma),GTF3C3,Homo sapiens (Human),886
Q9Y4C2,reviewed,TCAF1_HUMAN,TRPM8 channel-associated factor 1 (TRP channel-associated factor 1),TCAF1 FAM115A KIAA0738,Homo sapiens (Human),921
Q9Y5T5,reviewed,UBP16_HUMAN,Ubiquitin carboxyl-terminal hydrolase 16 (EC 3.4.19.12) (Deubiquitinating enzyme 16) (Ubiquitin thioesterase 16) (Ubiquitin-processing protease UBP-M) (Ubiquitin-specific-processing protease 16),USP16 MSTP039,Homo sapiens (Human),823
Q9P246,reviewed,STIM2_HUMAN,Stromal interaction molecule 2,STIM2 KIAA1482,Homo sapiens (Human),746
Q9UKL0,reviewed,RCOR1_HUMAN,REST corepressor 1 (Protein CoREST),RCOR1 KIAA0071 RCOR,Homo sapiens (Human),485
Q12904,reviewed,AIMP1_HUMAN,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 (Multisynthase complex auxiliary component p43) [Cleaved into: Endothelial monocyte-activating polypeptide 2 (EMAP-2) (Endothelial monocyte-activating polypeptide II) (EMAP-II) (Small inducible cytokine subfamily E member 1)],AIMP1 EMAP2 SCYE1,Homo sapiens (Human),312
Q9HC07,reviewed,TM165_HUMAN,Putative divalent cation/proton antiporter TMEM165 (Transmembrane protein 165) (Transmembrane protein PT27) (Transmembrane protein TPARL),TMEM165 TPARL,Homo sapiens (Human),324
O60684,reviewed,IMA7_HUMAN,Importin subunit alpha-7 (Karyopherin subunit alpha-6),KPNA6 IPOA7,Homo sapiens (Human),536
O60506,reviewed,HNRPQ_HUMAN,"Heterogeneous nuclear ribonucleoprotein Q (hnRNP Q) (Glycine- and tyrosine-rich RNA-binding protein) (GRY-RBP) (NS1-associated protein 1) (Synaptotagmin-binding, cytoplasmic RNA-interacting protein)",SYNCRIP HNRPQ NSAP1,Homo sapiens (Human),623
Q6ZT12,reviewed,UBR3_HUMAN,E3 ubiquitin-protein ligase UBR3 (EC 2.3.2.27) (N-recognin-3) (RING-type E3 ubiquitin transferase UBR3) (Ubiquitin-protein ligase E3-alpha-3) (Ubiquitin-protein ligase E3-alpha-III) (Zinc finger protein 650),UBR3 KIAA2024 ZNF650,Homo sapiens (Human),1888
P18085,reviewed,ARF4_HUMAN,ADP-ribosylation factor 4,ARF4 ARF2,Homo sapiens (Human),180
Q5JY77,reviewed,GASP1_HUMAN,G-protein coupled receptor-associated sorting protein 1 (GASP-1),GPRASP1 GASP KIAA0443,Homo sapiens (Human),1395
Q8IWS0,reviewed,PHF6_HUMAN,PHD finger protein 6 (PHD-like zinc finger protein),PHF6 CENP-31 KIAA1823,Homo sapiens (Human),365
P46783,reviewed,RS10_HUMAN,Small ribosomal subunit protein eS10 (40S ribosomal protein S10),RPS10,Homo sapiens (Human),165
P18065,reviewed,IBP2_HUMAN,Insulin-like growth factor-binding protein 2 (IBP-2) (IGF-binding protein 2) (IGFBP-2),IGFBP2 BP2 IBP2,Homo sapiens (Human),325
P50225,reviewed,ST1A1_HUMAN,Sulfotransferase 1A1 (ST1A1) (EC 2.8.2.1) (Aryl sulfotransferase 1) (HAST1/HAST2) (Phenol sulfotransferase 1) (Phenol-sulfating phenol sulfotransferase 1) (P-PST 1) (ST1A3) (Thermostable phenol sulfotransferase) (Ts-PST),SULT1A1 STP STP1 OK/SW-cl.88,Homo sapiens (Human),295
P56381,reviewed,ATP5E_HUMAN,"ATP synthase F(1) complex subunit epsilon, mitochondrial (ATPase subunit epsilon) (ATP synthase F1 subunit epsilon)",ATP5F1E ATP5E,Homo sapiens (Human),51
O95096,reviewed,NKX22_HUMAN,Homeobox protein Nkx-2.2 (Homeobox protein NK-2 homolog B),NKX2-2 NKX2.2 NKX2B,Homo sapiens (Human),273
Q9P0U3,reviewed,SENP1_HUMAN,Sentrin-specific protease 1 (EC 3.4.22.-) (Sentrin/SUMO-specific protease SENP1),SENP1,Homo sapiens (Human),644
O43674,reviewed,NDUB5_HUMAN,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial (Complex I-SGDH) (CI-SGDH) (NADH-ubiquinone oxidoreductase SGDH subunit)",NDUFB5,Homo sapiens (Human),189
Q27J81,reviewed,INF2_HUMAN,Inverted formin-2 (HBEBP2-binding protein C),INF2 C14orf151 C14orf173,Homo sapiens (Human),1249
P62316,reviewed,SMD2_HUMAN,Small nuclear ribonucleoprotein Sm D2 (Sm-D2) (snRNP core protein D2),SNRPD2 SNRPD1,Homo sapiens (Human),118
Q9UHQ4,reviewed,BAP29_HUMAN,B-cell receptor-associated protein 29 (BCR-associated protein 29) (Bap29),BCAP29 BAP29,Homo sapiens (Human),241
Q12923,reviewed,PTN13_HUMAN,Tyrosine-protein phosphatase non-receptor type 13 (EC 3.1.3.48) (Fas-associated protein-tyrosine phosphatase 1) (FAP-1) (PTP-BAS) (Protein-tyrosine phosphatase 1E) (PTP-E1) (hPTPE1) (Protein-tyrosine phosphatase PTPL1),PTPN13 PNP1 PTP1E PTPL1,Homo sapiens (Human),2485
Q9UBD5,reviewed,ORC3_HUMAN,Origin recognition complex subunit 3 (Origin recognition complex subunit Latheo),ORC3 LATHEO ORC3L,Homo sapiens (Human),711
Q9UQ13,reviewed,SHOC2_HUMAN,Leucine-rich repeat protein SHOC-2 (Protein soc-2 homolog) (Protein sur-8 homolog),SHOC2 KIAA0862,Homo sapiens (Human),582
Q4G0J3,reviewed,LARP7_HUMAN,La-related protein 7 (La ribonucleoprotein domain family member 7) (hLARP7) (P-TEFb-interaction protein for 7SK stability) (PIP7S),LARP7 HDCMA18P,Homo sapiens (Human),582
Q5U651,reviewed,RAIN_HUMAN,Ras-interacting protein 1 (Rain),RASIP1,Homo sapiens (Human),963
Q15046,reviewed,SYK_HUMAN,Lysine--tRNA ligase (EC 2.7.7.-) (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS),KARS1 KARS KIAA0070,Homo sapiens (Human),597
Q9Y520,reviewed,PRC2C_HUMAN,Protein PRRC2C (BAT2 domain-containing protein 1) (HBV X-transactivated gene 2 protein) (HBV XAg-transactivated protein 2) (HLA-B-associated transcript 2-like 2) (Proline-rich and coiled-coil-containing protein 2C),PRRC2C BAT2D1 BAT2L2 KIAA1096 XTP2,Homo sapiens (Human),2896
O43314,reviewed,VIP2_HUMAN,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2 (EC 2.7.4.24) (Diphosphoinositol pentakisphosphate kinase 2) (Histidine acid phosphatase domain-containing protein 1) (InsP6 and PP-IP5 kinase 2) (VIP1 homolog 2) (hsVIP2),PPIP5K2 HISPPD1 KIAA0433 VIP2,Homo sapiens (Human),1243
Q9UL18,reviewed,AGO1_HUMAN,Protein argonaute-1 (Argonaute1) (hAgo1) (Argonaute RISC catalytic component 1) (Eukaryotic translation initiation factor 2C 1) (eIF-2C 1) (eIF2C 1) (Putative RNA-binding protein Q99),AGO1 EIF2C1,Homo sapiens (Human),857
O00268,reviewed,TAF4_HUMAN,Transcription initiation factor TFIID subunit 4 (RNA polymerase II TBP-associated factor subunit C) (TBP-associated factor 4) (Transcription initiation factor TFIID 130 kDa subunit) (TAF(II)130) (TAFII-130) (TAFII130) (Transcription initiation factor TFIID 135 kDa subunit) (TAF(II)135) (TAFII-135) (TAFII135),TAF4 TAF2C TAF2C1 TAF4A TAFII130 TAFII135,Homo sapiens (Human),1085
P57678,reviewed,GEMI4_HUMAN,Gem-associated protein 4 (Gemin-4) (Component of gems 4) (p97),GEMIN4,Homo sapiens (Human),1058
P78318,reviewed,IGBP1_HUMAN,Immunoglobulin-binding protein 1 (B-cell signal transduction molecule alpha 4) (Protein alpha-4) (CD79a-binding protein 1) (Protein phosphatase 2/4/6 regulatory subunit) (Renal carcinoma antigen NY-REN-16),IGBP1 IBP1,Homo sapiens (Human),339
P17480,reviewed,UBF1_HUMAN,Nucleolar transcription factor 1 (Autoantigen NOR-90) (Upstream-binding factor 1) (UBF-1),UBTF UBF UBF1,Homo sapiens (Human),764
Q96CN4,reviewed,EVI5L_HUMAN,EVI5-like protein (Ecotropic viral integration site 5-like protein),EVI5L,Homo sapiens (Human),794
P28715,reviewed,ERCC5_HUMAN,DNA excision repair protein ERCC-5 (EC 3.1.-.-) (DNA repair protein complementing XP-G cells) (XPG) (Xeroderma pigmentosum group G-complementing protein),ERCC5 ERCM2 XPG XPGC,Homo sapiens (Human),1186
P04632,reviewed,CPNS1_HUMAN,Calpain small subunit 1 (CSS1) (Calcium-activated neutral proteinase small subunit) (CANP small subunit) (Calcium-dependent protease small subunit) (CDPS) (Calcium-dependent protease small subunit 1) (Calpain regulatory subunit),CAPNS1 CAPN4 CAPNS,Homo sapiens (Human),268
P62380,reviewed,TBPL1_HUMAN,TATA box-binding protein-like 1 (TBP-like 1) (21 kDa TBP-like protein) (Second TBP of unique DNA protein) (STUD) (TATA box-binding protein-related factor 2) (TBP-related factor 2) (TBP-like factor) (TBP-related protein),TBPL1 TLF TLP TLP21 TRF2 TRP,Homo sapiens (Human),186
Q9UJ14,reviewed,GGT7_HUMAN,Glutathione hydrolase 7 (EC 3.4.19.13) (Gamma-glutamyltransferase 7) (GGT 7) (EC 2.3.2.2) (Gamma-glutamyltransferase-like 3) (Gamma-glutamyltransferase-like 5) (Gamma-glutamyltranspeptidase 7) [Cleaved into: Glutathione hydrolase 7 heavy chain; Glutathione hydrolase 7 light chain],GGT7 GGTL3 GGTL5,Homo sapiens (Human),662
P49593,reviewed,PPM1F_HUMAN,Protein phosphatase 1F (EC 3.1.3.16) (Ca(2+)/calmodulin-dependent protein kinase phosphatase) (CaM-kinase phosphatase) (CaMKPase) (Partner of PIX 2) (Protein fem-2 homolog) (hFem-2),PPM1F KIAA0015 POPX2,Homo sapiens (Human),454
Q13573,reviewed,SNW1_HUMAN,SNW domain-containing protein 1 (Nuclear protein SkiP) (Nuclear receptor coactivator NCoA-62) (Ski-interacting protein),SNW1 SKIIP SKIP,Homo sapiens (Human),536
Q7Z401,reviewed,MYCPP_HUMAN,C-myc promoter-binding protein (DENN domain-containing protein 4A),DENND4A IRLB MYCPBP,Homo sapiens (Human),1863
P31749,reviewed,AKT1_HUMAN,RAC-alpha serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase B) (PKB) (Protein kinase B alpha) (PKB alpha) (Proto-oncogene c-Akt) (RAC-PK-alpha),AKT1 PKB RAC,Homo sapiens (Human),480
Q9UIG0,reviewed,BAZ1B_HUMAN,Tyrosine-protein kinase BAZ1B (EC 2.7.10.2) (Bromodomain adjacent to zinc finger domain protein 1B) (Williams syndrome transcription factor) (Williams-Beuren syndrome chromosomal region 10 protein) (Williams-Beuren syndrome chromosomal region 9 protein) (hWALp2),BAZ1B WBSC10 WBSCR10 WBSCR9 WSTF,Homo sapiens (Human),1483
Q9NVH0,reviewed,EXD2_HUMAN,Exonuclease 3'-5' domain-containing protein 2 (EC 3.1.11.1) (3'-5' exoribonuclease EXD2) (EC 3.1.13.-) (Exonuclease 3'-5' domain-like-containing protein 2),EXD2 C14orf114 EXDL2,Homo sapiens (Human),621
O75122,reviewed,CLAP2_HUMAN,CLIP-associating protein 2 (Cytoplasmic linker-associated protein 2) (Protein Orbit homolog 2) (hOrbit2),CLASP2 KIAA0627,Homo sapiens (Human),1294
Q969L2,reviewed,MAL2_HUMAN,Protein MAL2,MAL2,Homo sapiens (Human),176
O43852,reviewed,CALU_HUMAN,Calumenin (Crocalbin) (IEF SSP 9302),CALU,Homo sapiens (Human),315
O95881,reviewed,TXD12_HUMAN,Thioredoxin domain-containing protein 12 (EC 1.8.4.2) (Endoplasmic reticulum resident protein 18) (ER protein 18) (ERp18) (Endoplasmic reticulum resident protein 19) (ER protein 19) (ERp19) (Thioredoxin-like protein p19) (hTLP19),TXNDC12 TLP19 UNQ713/PRO1376,Homo sapiens (Human),172
Q86U38,reviewed,NOP9_HUMAN,Nucleolar protein 9,NOP9 C14orf21 KIAA2021,Homo sapiens (Human),636
Q12873,reviewed,CHD3_HUMAN,ATP-dependent chromatin remodeler CHD3 (EC 3.6.4.-) (Chromo domain-containing protein 3) (CHD-3) (Mi-2 autoantigen 240 kDa protein) (Mi2-alpha) (Zinc finger helicase-like) (hZFH),CHD3,Homo sapiens (Human),2000
Q7L211,reviewed,ABHDD_HUMAN,Protein ABHD13 (EC 3.-.-.-) (Alpha/beta hydrolase domain-containing protein 13) (Abhydrolase domain-containing protein 13),ABHD13 C13orf6,Homo sapiens (Human),337
P55347,reviewed,PKNX1_HUMAN,Homeobox protein PKNOX1 (Homeobox protein PREP-1) (PBX/knotted homeobox 1),PKNOX1 PREP1,Homo sapiens (Human),436
Q9BZF1,reviewed,OSBL8_HUMAN,Oxysterol-binding protein-related protein 8 (ORP-8) (OSBP-related protein 8),OSBPL8 KIAA1451 ORP8 OSBP10,Homo sapiens (Human),889
P62942,reviewed,FKB1A_HUMAN,Peptidyl-prolyl cis-trans isomerase FKBP1A (PPIase FKBP1A) (EC 5.2.1.8) (12 kDa FK506-binding protein) (12 kDa FKBP) (FKBP-12) (Calstabin-1) (FK506-binding protein 1A) (FKBP-1A) (Immunophilin FKBP12) (Rotamase),FKBP1A FKBP1 FKBP12,Homo sapiens (Human),108
Q15833,reviewed,STXB2_HUMAN,Syntaxin-binding protein 2 (Protein unc-18 homolog 2) (Unc18-2) (Protein unc-18 homolog B) (Unc-18B),STXBP2 UNC18B,Homo sapiens (Human),593
Q5NDL2,reviewed,EOGT_HUMAN,EGF domain-specific O-linked N-acetylglucosamine transferase (EC 2.4.1.255) (Extracellular O-linked N-acetylglucosamine transferase),EOGT AER61 C3orf64 EOGT1,Homo sapiens (Human),527
Q96IW7,reviewed,SC22A_HUMAN,Vesicle-trafficking protein SEC22a (SEC22 vesicle-trafficking protein homolog A) (SEC22 vesicle-trafficking protein-like 2),SEC22A SEC22L2,Homo sapiens (Human),307
Q86V48,reviewed,LUZP1_HUMAN,Leucine zipper protein 1 (Filamin mechanobinding actin cross-linking protein) (Fimbacin),LUZP1,Homo sapiens (Human),1076
Q13555,reviewed,KCC2G_HUMAN,Calcium/calmodulin-dependent protein kinase type II subunit gamma (CaM kinase II subunit gamma) (CaMK-II subunit gamma) (EC 2.7.11.17),CAMK2G CAMK CAMK-II CAMKG,Homo sapiens (Human),558
O95470,reviewed,SGPL1_HUMAN,Sphingosine-1-phosphate lyase 1 (S1PL) (SP-lyase 1) (SPL 1) (hSPL) (EC 4.1.2.27) (Sphingosine-1-phosphate aldolase),SGPL1 KIAA1252,Homo sapiens (Human),568
P35611,reviewed,ADDA_HUMAN,Alpha-adducin (Erythrocyte adducin subunit alpha),ADD1 ADDA,Homo sapiens (Human),737
Q96RY7,reviewed,IF140_HUMAN,Intraflagellar transport protein 140 homolog (WD and tetratricopeptide repeats protein 2),IFT140 KIAA0590 WDTC2,Homo sapiens (Human),1462
P30260,reviewed,CDC27_HUMAN,Cell division cycle protein 27 homolog (Anaphase-promoting complex subunit 3) (APC3) (CDC27 homolog) (CDC27Hs) (H-NUC),CDC27 ANAPC3 D0S1430E D17S978E,Homo sapiens (Human),824
P68371,reviewed,TBB4B_HUMAN,Tubulin beta-4B chain (Tubulin beta-2 chain) (Tubulin beta-2C chain),TUBB4B TUBB2C,Homo sapiens (Human),445
Q5SRE7,reviewed,PHYD1_HUMAN,Phytanoyl-CoA dioxygenase domain-containing protein 1 (Protein PHYHD1) (EC 1.14.11.-),PHYHD1,Homo sapiens (Human),291
Q8N6M0,reviewed,OTU6B_HUMAN,Deubiquitinase OTUD6B (EC 3.4.19.12) (DUBA-5) (OTU domain-containing protein 6B),OTUD6B DUBA5 CGI-77,Homo sapiens (Human),293
Q13948,reviewed,CASP_HUMAN,Protein CASP,CUX1 CUTL1,Homo sapiens (Human),678
Q8WXI4,reviewed,ACO11_HUMAN,Acyl-coenzyme A thioesterase 11 (Acyl-CoA thioesterase 11) (EC 3.1.2.-) (Acyl-CoA thioester hydrolase 11) (Adipose-associated thioesterase) (Brown fat-inducible thioesterase) (BFIT) (Palmitoyl-coenzyme A thioesterase) (EC 3.1.2.2),ACOT11 BFIT KIAA0707 THEA,Homo sapiens (Human),607
Q9UNZ2,reviewed,NSF1C_HUMAN,NSFL1 cofactor p47 (UBX domain-containing protein 2C) (p97 cofactor p47),NSFL1C UBXN2C,Homo sapiens (Human),370
Q05329,reviewed,DCE2_HUMAN,Glutamate decarboxylase 2 (EC 4.1.1.15) (65 kDa glutamic acid decarboxylase) (GAD-65) (Glutamate decarboxylase 65 kDa isoform),GAD2 GAD65,Homo sapiens (Human),585
Q9BV81,reviewed,EMC6_HUMAN,ER membrane protein complex subunit 6 (Transmembrane protein 93),EMC6 TMEM93,Homo sapiens (Human),110
P52943,reviewed,CRIP2_HUMAN,Cysteine-rich protein 2 (CRP-2) (Protein ESP1),CRIP2 CRP2,Homo sapiens (Human),208
Q9P2Y5,reviewed,UVRAG_HUMAN,UV radiation resistance-associated gene protein (p63),UVRAG,Homo sapiens (Human),699
Q14974,reviewed,IMB1_HUMAN,Importin subunit beta-1 (Importin-90) (Karyopherin subunit beta-1) (Nuclear factor p97) (Pore targeting complex 97 kDa subunit) (PTAC97),KPNB1 NTF97,Homo sapiens (Human),876
P56134,reviewed,ATPK_HUMAN,"ATP synthase F(0) complex subunit f, mitochondrial (ATP synthase membrane subunit f)",ATP5MF ATP5J2 ATP5JL,Homo sapiens (Human),94
Q92600,reviewed,CNOT9_HUMAN,CCR4-NOT transcription complex subunit 9 (Cell differentiation protein RQCD1 homolog) (Rcd-1),CNOT9 RCD1 RQCD1,Homo sapiens (Human),299
P38919,reviewed,IF4A3_HUMAN,"Eukaryotic initiation factor 4A-III (eIF-4A-III) (eIF4A-III) (EC 3.6.4.13) (ATP-dependent RNA helicase DDX48) (ATP-dependent RNA helicase eIF4A-3) (DEAD box protein 48) (Eukaryotic initiation factor 4A-like NUK-34) (Eukaryotic translation initiation factor 4A isoform 3) (Nuclear matrix protein 265) (NMP 265) (hNMP 265) [Cleaved into: Eukaryotic initiation factor 4A-III, N-terminally processed]",EIF4A3 DDX48 KIAA0111,Homo sapiens (Human),411
O15111,reviewed,IKKA_HUMAN,Inhibitor of nuclear factor kappa-B kinase subunit alpha (I-kappa-B kinase alpha) (IKK-A) (IKK-alpha) (IkBKA) (IkappaB kinase) (EC 2.7.11.10) (Conserved helix-loop-helix ubiquitous kinase) (I-kappa-B kinase 1) (IKK-1) (IKK1) (Nuclear factor NF-kappa-B inhibitor kinase alpha) (NFKBIKA) (Transcription factor 16) (TCF-16),CHUK IKKA TCF16,Homo sapiens (Human),745
Q5D862,reviewed,FILA2_HUMAN,Filaggrin-2 (FLG-2) (Intermediate filament-associated and psoriasis-susceptibility protein) (Ifapsoriasin),FLG2 IFPS,Homo sapiens (Human),2391
Q5UCC4,reviewed,EMC10_HUMAN,ER membrane protein complex subunit 10 (Hematopoietic signal peptide-containing membrane domain-containing protein 1),EMC10 C19orf63 INM02 UNQ764/PRO1556,Homo sapiens (Human),262
P50579,reviewed,MAP2_HUMAN,Methionine aminopeptidase 2 (MAP 2) (MetAP 2) (EC 3.4.11.18) (Initiation factor 2-associated 67 kDa glycoprotein) (p67) (p67eIF2) (Peptidase M),METAP2 MNPEP P67EIF2,Homo sapiens (Human),478
Q9UI08,reviewed,EVL_HUMAN,Ena/VASP-like protein (Ena/vasodilator-stimulated phosphoprotein-like),EVL RNB6,Homo sapiens (Human),416
Q8WZA9,reviewed,IRGQ_HUMAN,Immunity-related GTPase family Q protein,IRGQ IRGQ1 FKSG27,Homo sapiens (Human),623
Q9H488,reviewed,OFUT1_HUMAN,GDP-fucose protein O-fucosyltransferase 1 (EC 2.4.1.221) (Peptide-O-fucosyltransferase 1) (O-FucT-1),POFUT1 FUT12 KIAA0180,Homo sapiens (Human),388
P16333,reviewed,NCK1_HUMAN,SH2/SH3 adapter protein NCK1 (Cytoplasmic protein NCK1) (NCK adapter protein 1) (Nck-1) (SH2/SH3 adapter protein NCK-alpha),NCK1 NCK,Homo sapiens (Human),377
P21397,reviewed,AOFA_HUMAN,Amine oxidase [flavin-containing] A (EC 1.4.3.21) (EC 1.4.3.4) (Monoamine oxidase type A) (MAO-A),MAOA,Homo sapiens (Human),527
A1L0T0,reviewed,HACL2_HUMAN,2-hydroxyacyl-CoA lyase 2 (EC 4.1.2.-) (Acetolactate synthase-like protein) (IlvB-like protein),HACL2 AHAS ILVBL,Homo sapiens (Human),632
P53609,reviewed,PGTB1_HUMAN,Geranylgeranyl transferase type-1 subunit beta (EC 2.5.1.59) (Geranylgeranyl transferase type I subunit beta) (GGTase-I-beta) (Type I protein geranyl-geranyltransferase subunit beta),PGGT1B,Homo sapiens (Human),377
Q13144,reviewed,EI2BE_HUMAN,Translation initiation factor eIF2B subunit epsilon (eIF2B GDP-GTP exchange factor subunit epsilon),EIF2B5 EIF2BE,Homo sapiens (Human),721
Q7Z6M1,reviewed,RABEK_HUMAN,Rab9 effector protein with kelch motifs (40 kDa Rab9 effector protein) (p40),RABEPK RAB9P40,Homo sapiens (Human),372
Q86XP3,reviewed,DDX42_HUMAN,ATP-dependent RNA helicase DDX42 (EC 3.6.4.13) (DEAD box protein 42) (RNA helicase-like protein) (RHELP) (RNA helicase-related protein) (RNAHP) (SF3b DEAD box protein) (Splicing factor 3B-associated 125 kDa protein) (SF3b125),DDX42,Homo sapiens (Human),938
O00255,reviewed,MEN1_HUMAN,Menin,MEN1 SCG2,Homo sapiens (Human),610
Q7Z6J9,reviewed,SEN54_HUMAN,tRNA-splicing endonuclease subunit Sen54 (SEN54 homolog) (HsSEN54) (tRNA-intron endonuclease Sen54),TSEN54 SEN54,Homo sapiens (Human),526
Q14624,reviewed,ITIH4_HUMAN,Inter-alpha-trypsin inhibitor heavy chain H4 (ITI heavy chain H4) (ITI-HC4) (Inter-alpha-inhibitor heavy chain 4) (Inter-alpha-trypsin inhibitor family heavy chain-related protein) (IHRP) (Plasma kallikrein sensitive glycoprotein 120) (Gp120) (PK-120) [Cleaved into: 70 kDa inter-alpha-trypsin inhibitor heavy chain H4; 35 kDa inter-alpha-trypsin inhibitor heavy chain H4],ITIH4 IHRP ITIHL1 PK120 PRO1851,Homo sapiens (Human),930
Q92797,reviewed,SYMPK_HUMAN,Symplekin,SYMPK SPK,Homo sapiens (Human),1274
P49815,reviewed,TSC2_HUMAN,Tuberin (Tuberous sclerosis 2 protein),TSC2 TSC4,Homo sapiens (Human),1807
Q9H4M9,reviewed,EHD1_HUMAN,EH domain-containing protein 1 (PAST homolog 1) (hPAST1) (Testilin),EHD1 PAST PAST1 CDABP0131,Homo sapiens (Human),534
Q9BYC5,reviewed,FUT8_HUMAN,"Alpha-(1,6)-fucosyltransferase (Alpha1-6FucT) (EC 2.4.1.68) (Fucosyltransferase 8) (GDP-L-Fuc:N-acetyl-beta-D-glucosaminide alpha1,6-fucosyltransferase) (GDP-fucose--glycoprotein fucosyltransferase) (Glycoprotein 6-alpha-L-fucosyltransferase)",FUT8,Homo sapiens (Human),575
Q96N66,reviewed,MBOA7_HUMAN,Membrane-bound acylglycerophosphatidylinositol O-acyltransferase MBOAT7 (EC 2.3.1.-) (1-acylglycerophosphatidylinositol O-acyltransferase) (Bladder and breast carcinoma-overexpressed gene 1 protein) (Leukocyte receptor cluster member 4) (Lysophosphatidylinositol acyltransferase) (LPIAT) (Lyso-PI acyltransferase) (Lysophospholipid acyltransferase 7) (LPLAT 7) (Membrane-bound O-acyltransferase domain-containing protein 7) (O-acyltransferase domain-containing protein 7) (h-mboa-7),MBOAT7 BB1 LENG4 OACT7,Homo sapiens (Human),472
O43759,reviewed,SNG1_HUMAN,Synaptogyrin-1,SYNGR1,Homo sapiens (Human),233
Q86X83,reviewed,COMD2_HUMAN,COMM domain-containing protein 2,COMMD2 HSPC042 My004,Homo sapiens (Human),199
Q9BRP4,reviewed,PAAF1_HUMAN,Proteasomal ATPase-associated factor 1 (Protein G-16) (WD repeat-containing protein 71),PAAF1 WDR71,Homo sapiens (Human),392
O43395,reviewed,PRPF3_HUMAN,U4/U6 small nuclear ribonucleoprotein Prp3 (Pre-mRNA-splicing factor 3) (hPrp3) (U4/U6 snRNP 90 kDa protein),PRPF3 HPRP3 PRP3,Homo sapiens (Human),683
P62841,reviewed,RS15_HUMAN,Small ribosomal subunit protein uS19 (40S ribosomal protein S15) (RIG protein),RPS15 RIG,Homo sapiens (Human),145
Q9UGV2,reviewed,NDRG3_HUMAN,Protein NDRG3 (N-myc downstream-regulated gene 3 protein),NDRG3,Homo sapiens (Human),375
P60900,reviewed,PSA6_HUMAN,Proteasome subunit alpha type-6 (27 kDa prosomal protein) (PROS-27) (p27K) (Macropain iota chain) (Multicatalytic endopeptidase complex iota chain) (Proteasome iota chain) (Proteasome subunit alpha-1) (alpha-1),PSMA6 PROS27,Homo sapiens (Human),246
Q96EK9,reviewed,KTI12_HUMAN,Protein KTI12 homolog,KTI12 SBBI81,Homo sapiens (Human),354
